n_count(c_not(c_primitive(connected,0)));n_count(r_transitive_reflexive_closure(r_primitive(connected,0,1)));n_count(c_or(c_primitive(visited,0),c_primitive(visited_g,0)));b_empty(c_all(r_top,c_primitive(place,0)));n_count(r_not(r_identity(c_primitive(connected,0))));b_empty(c_all(r_top,c_primitive(visited,0)));n_count(r_primitive(connected,0,1));b_inclusion(c_primitive(visited,0),c_primitive(at-robot,0));n_count(r_restrict(r_top,c_primitive(visited,0)));b_empty(c_and(c_primitive(at-robot,0),c_primitive(visited_g,0)));n_concept_distance(c_primitive(at-robot,0),r_primitive(connected_g,0,1),c_primitive(visited_g,0));n_concept_distance(c_primitive(visited,0),r_primitive(connected_g,0,1),c_primitive(visited_g,0));n_count(c_primitive(place,0));n_count(c_top);n_concept_distance(c_top,r_top,c_bot);n_count(c_diff(c_primitive(connected,0),c_primitive(visited,0)));b_inclusion(c_not(c_primitive(visited,0)),c_primitive(visited_g,0));b_empty(c_not(c_primitive(visited,0)));n_count(c_primitive(connected,0));n_count(c_not(c_primitive(visited,0)));n_count(c_diff(c_primitive(visited,0),c_primitive(at-robot,0)));n_count(r_restrict(r_top,c_primitive(place,0)));b_empty(c_all(r_primitive(connected,0,1),c_primitive(visited,0)));b_inclusion(c_primitive(place,0),c_primitive(visited,0));n_count(c_diff(c_primitive(place,0),c_primitive(at-robot,0)));b_empty(c_top);n_count(r_not(r_identity(c_primitive(place,0))));n_count(c_some(r_primitive(connected,0,1),c_primitive(visited,0)));n_count(c_all(r_primitive(connected,0,1),c_primitive(place,0)));n_count(c_some(r_primitive(connected,0,1),c_primitive(at-robot,0)));n_count(c_primitive(visited,0));n_count(c_diff(c_primitive(place,0),c_primitive(visited,0)));b_inclusion(c_primitive(visited_g,0),c_primitive(visited,0));n_count(r_not(r_identity(c_primitive(at-robot,0))));n_count(r_top);n_count(c_all(r_top,c_primitive(visited,0)));n_count(c_diff(c_primitive(visited,0),c_primitive(visited_g,0)));n_count(c_diff(c_primitive(connected,0),c_primitive(at-robot,0)));b_empty(c_bot);b_empty(c_and(c_primitive(visited,0),c_primitive(visited_g,0)));n_concept_distance(c_primitive(at-robot,0),r_primitive(connected,0,1),c_primitive(visited_g,0));n_count(r_transitive_closure(r_primitive(connected,0,1)));n_count(r_not(r_transitive_closure(r_primitive(connected,0,1))));b_empty(c_not(c_primitive(place,0)));b_inclusion(c_primitive(at-robot,0),c_primitive(visited_g,0));n_count(r_restrict(r_primitive(connected,0,1),c_primitive(place,0)));n_count(c_or(c_primitive(at-robot,0),c_primitive(visited_g,0)));n_count(r_not(r_primitive(connected,0,1)));n_count(c_some(r_primitive(connected,0,1),c_primitive(visited_g,0)));n_count(r_not(r_transitive_reflexive_closure(r_primitive(connected,0,1))));n_count(c_not(c_primitive(at-robot,0)));n_count(c_not(c_primitive(place,0)));n_count(r_restrict(r_top,c_primitive(connected,0)));n_count(r_compose(r_primitive(connected,0,1),r_primitive(connected,0,1)));n_count(c_all(r_top,c_primitive(place,0)));n_count(c_all(r_primitive(connected,0,1),c_primitive(visited,0)));n_concept_distance(c_primitive(visited,0),r_primitive(connected,0,1),c_primitive(visited_g,0));n_count(r_restrict(r_primitive(connected,0,1),c_primitive(visited,0)));n_count(r_not(r_identity(c_top)));n_count(r_not(r_identity(c_primitive(visited,0))));F_0;F_1;V*
0;1296;31;0;1260;1;120;0;1080;1;2147483647;2147483647;36;36;2147483647;6;0;0;36;6;29;1296;0;0;35;0;1260;35;36;4;30;6;0;1295;1296;0;30;35;1;1;5;1296;0;1;0;120;2;1176;3;0;35;0;1296;232;36;23;1;101;1260;1266;5;1;-5
0;1296;32;0;1260;1;120;0;1116;1;2147483647;2147483647;36;36;2147483647;5;0;0;36;5;30;1296;0;0;35;0;1260;36;36;3;31;5;0;1295;1296;0;31;35;1;1;8;1296;0;1;0;120;2;1176;3;0;35;0;1296;232;36;25;1;106;1260;1265;8;1;-8
0;1296;31;0;1260;1;120;0;1116;1;2147483647;0;36;36;2147483647;5;0;0;36;5;30;1296;0;0;35;0;1260;35;36;2;31;5;1;1295;1296;0;30;35;1;0;1;1296;0;1;0;120;2;1176;3;0;35;0;1296;232;36;26;0;106;1260;1265;0;0;0
0;1296;35;0;1260;1;120;0;1224;1;2147483647;2147483647;36;36;2147483647;2;0;0;36;2;33;1296;0;0;35;0;1260;36;36;3;34;2;0;1295;1296;0;34;35;1;1;3;1296;0;1;0;120;2;1176;3;0;35;0;1296;232;36;31;1;114;1260;1262;3;1;-3
0;1296;33;0;1260;1;120;0;1188;1;2147483647;0;36;36;2147483647;3;0;0;36;3;32;1296;0;0;35;0;1260;36;36;4;33;3;1;1295;1296;0;32;35;1;0;5;1296;0;1;0;120;2;1176;3;0;35;0;1296;232;36;29;0;111;1260;1263;0;0;0
0;1296;34;0;1260;1;120;0;1188;1;2147483647;2147483647;36;36;2147483647;3;0;0;36;3;32;1296;0;0;35;0;1260;36;36;4;33;3;0;1295;1296;0;33;35;1;1;6;1296;0;1;0;120;2;1176;3;0;35;0;1296;232;36;29;1;112;1260;1263;6;1;-6
0;1296;35;0;1260;1;120;0;1260;1;2147483647;0;36;36;2147483647;1;0;0;36;1;34;1296;0;0;35;0;1260;36;36;4;35;1;1;1295;1296;0;34;35;1;0;5;1296;0;1;0;120;2;1176;3;0;35;0;1296;232;36;34;0;118;1260;1261;0;0;0
0;1296;31;0;1260;1;120;0;1080;1;2147483647;2147483647;36;36;2147483647;6;0;0;36;6;29;1296;0;0;35;0;1260;35;36;2;30;6;0;1295;1296;0;30;35;1;1;1;1296;0;1;0;120;2;1176;3;0;35;0;1296;232;36;23;1;101;1260;1266;1;1;-1
0;1296;31;0;1260;1;120;0;1116;1;2147483647;0;36;36;2147483647;5;0;0;36;5;30;1296;0;0;35;0;1260;35;36;3;31;5;1;1295;1296;0;30;35;1;0;4;1296;0;1;0;120;2;1176;3;0;35;0;1296;232;36;26;0;105;1260;1265;0;0;0
0;1296;20;0;1260;1;120;0;684;1;2147483647;2147483647;36;36;2147483647;17;0;0;36;17;18;1296;0;0;35;0;1260;30;36;3;19;17;0;1295;1296;0;19;35;1;1;7;1296;0;1;0;120;2;1176;3;0;35;0;1296;232;36;8;1;66;1260;1277;7;1;-7
0;1296;33;0;1260;1;120;0;1188;0;0;0;36;36;2147483647;3;0;0;36;3;32;1296;0;0;35;0;1260;36;36;3;33;3;1;1295;1296;0;32;35;1;0;0;1296;0;1;1;120;1;1176;3;0;35;0;1296;232;36;29;0;112;1260;1263;0;0;0
0;1296;34;0;1260;1;120;0;1224;1;2147483647;0;36;36;2147483647;2;0;0;36;2;33;1296;0;0;35;0;1260;36;36;4;34;2;1;1295;1296;0;33;35;1;0;5;1296;0;1;0;120;2;1176;3;0;35;0;1296;232;36;29;0;113;1260;1262;0;0;0
0;1296;34;0;1260;1;120;0;1188;1;2147483647;2147483647;36;36;2147483647;3;0;0;36;3;32;1296;0;0;35;0;1260;36;36;4;33;3;0;1295;1296;0;33;35;1;1;4;1296;0;1;0;120;2;1176;3;0;35;0;1296;232;36;28;1;111;1260;1263;4;1;-4
0;1296;32;0;1260;1;120;0;1116;1;2147483647;2147483647;36;36;2147483647;5;0;0;36;5;30;1296;0;0;35;0;1260;35;36;4;31;5;0;1295;1296;0;31;35;1;1;2;1296;0;1;0;120;2;1176;3;0;35;0;1296;232;36;25;1;106;1260;1265;2;1;-2
0;1296;34;0;1260;1;120;0;1188;1;2147483647;2147483647;36;36;2147483647;3;0;0;36;3;32;1296;0;0;35;0;1260;36;36;4;33;3;0;1295;1296;0;33;35;1;1;4;1296;0;1;0;120;2;1176;3;0;35;0;1296;232;36;27;1;111;1260;1263;4;1;-4
0;1296;33;0;1260;1;120;0;1152;1;2147483647;2147483647;36;36;2147483647;4;0;0;36;4;31;1296;0;0;35;0;1260;36;36;4;32;4;0;1295;1296;0;32;35;1;1;3;1296;0;1;0;120;2;1176;3;0;35;0;1296;232;36;23;1;106;1260;1264;3;1;-3
0;1296;32;0;1260;1;120;0;1152;1;2147483647;0;36;36;2147483647;4;0;0;36;4;31;1296;0;0;35;0;1260;36;36;3;32;4;1;1295;1296;0;31;35;1;0;7;1296;0;1;0;120;2;1176;3;0;35;0;1296;232;36;26;0;108;1260;1264;0;0;0
0;1296;32;0;1260;1;120;0;1152;1;2147483647;0;36;36;2147483647;4;0;0;36;4;31;1296;0;0;35;0;1260;35;36;4;32;4;1;1295;1296;0;31;35;1;0;3;1296;0;1;0;120;2;1176;3;0;35;0;1296;232;36;28;0;109;1260;1264;0;0;0
0;1296;33;0;1260;1;120;0;1152;1;2147483647;2147483647;36;36;2147483647;4;0;0;36;4;31;1296;0;0;35;0;1260;36;36;3;32;4;0;1295;1296;0;32;35;1;1;1;1296;0;1;0;120;2;1176;3;0;35;0;1296;232;36;24;1;106;1260;1264;1;1;-1
0;1296;32;0;1260;1;120;0;1152;1;2147483647;0;36;36;2147483647;4;0;0;36;4;31;1296;0;0;35;0;1260;36;36;3;32;4;1;1295;1296;0;31;35;1;0;7;1296;0;1;0;120;2;1176;3;0;35;0;1296;232;36;25;0;107;1260;1264;0;0;0
0;1296;32;0;1260;1;120;0;1152;1;2147483647;0;36;36;2147483647;4;0;0;36;4;31;1296;0;0;35;0;1260;36;36;3;32;4;1;1295;1296;0;31;35;1;0;2;1296;0;1;0;120;2;1176;3;0;35;0;1296;232;36;25;0;107;1260;1264;0;0;0
0;1296;33;0;1260;1;120;0;1152;1;2147483647;2147483647;36;36;2147483647;4;0;0;36;4;31;1296;0;0;35;0;1260;36;36;2;32;4;0;1295;1296;0;32;35;1;1;9;1296;0;1;0;120;2;1176;3;0;35;0;1296;232;36;25;1;108;1260;1264;9;1;-9
0;1296;28;0;1260;1;120;0;972;1;2147483647;2147483647;36;36;2147483647;9;0;0;36;9;26;1296;0;0;35;0;1260;33;36;3;27;9;0;1295;1296;0;27;35;1;1;3;1296;0;1;0;120;2;1176;3;0;35;0;1296;232;36;20;1;92;1260;1269;3;1;-3
0;1296;34;0;1260;1;120;0;1224;1;2147483647;0;36;36;2147483647;2;0;0;36;2;33;1296;0;0;35;0;1260;36;36;4;34;2;1;1295;1296;0;33;35;1;0;5;1296;0;1;0;120;2;1176;3;0;35;0;1296;232;36;31;0;113;1260;1262;0;0;0
0;1296;34;0;1260;1;120;0;1188;1;2147483647;2147483647;36;36;2147483647;3;0;0;36;3;32;1296;0;0;35;0;1260;36;36;4;33;3;0;1295;1296;0;33;35;1;1;4;1296;0;1;0;120;2;1176;3;0;35;0;1296;232;36;27;1;111;1260;1263;4;1;-4
0;1296;33;0;1260;1;120;0;1152;1;2147483647;2147483647;36;36;2147483647;4;0;0;36;4;31;1296;0;0;35;0;1260;36;36;3;32;4;0;1295;1296;0;32;35;1;1;2;1296;0;1;0;120;2;1176;3;0;35;0;1296;232;36;25;1;108;1260;1264;2;1;-2
0;1296;33;0;1260;1;120;0;1152;1;2147483647;2147483647;36;36;2147483647;4;0;0;36;4;31;1296;0;0;35;0;1260;36;36;3;32;4;0;1295;1296;0;32;35;1;1;5;1296;0;1;0;120;2;1176;3;0;35;0;1296;232;36;26;1;107;1260;1264;5;1;-5
0;1296;33;0;1260;1;120;0;1152;1;2147483647;2147483647;36;36;2147483647;4;0;0;36;4;31;1296;0;0;35;0;1260;36;36;4;32;4;0;1295;1296;0;32;35;1;1;3;1296;0;1;0;120;2;1176;3;0;35;0;1296;232;36;26;1;109;1260;1264;3;1;-3
0;1296;13;0;1260;1;120;0;432;1;2147483647;2147483647;36;36;2147483647;24;0;0;36;24;11;1296;0;0;35;0;1260;22;36;3;12;24;0;1295;1296;0;12;35;1;1;1;1296;0;1;0;120;2;1176;3;0;35;0;1296;232;36;3;1;43;1260;1284;1;1;-1
0;1296;31;0;1260;1;120;0;1116;1;2147483647;0;36;36;2147483647;5;0;0;36;5;30;1296;0;0;35;0;1260;36;36;4;31;5;1;1295;1296;0;30;35;1;0;5;1296;0;1;0;120;2;1176;3;0;35;0;1296;232;36;24;0;104;1260;1265;0;0;0
0;1296;32;0;1260;1;120;0;1152;1;2147483647;0;36;36;2147483647;4;0;0;36;4;31;1296;0;0;35;0;1260;36;36;3;32;4;1;1295;1296;0;31;35;1;0;5;1296;0;1;0;120;2;1176;3;0;35;0;1296;232;36;26;0;108;1260;1264;0;0;0
0;1296;34;0;1260;1;120;0;1188;1;2147483647;2147483647;36;36;2147483647;3;0;0;36;3;32;1296;0;0;35;0;1260;36;36;3;33;3;0;1295;1296;0;33;35;1;1;7;1296;0;1;0;120;2;1176;3;0;35;0;1296;232;36;28;1;111;1260;1263;7;1;-7
0;1296;30;0;1260;1;120;0;1044;1;2147483647;2147483647;36;36;2147483647;7;0;0;36;7;28;1296;0;0;35;0;1260;33;36;4;29;7;0;1295;1296;0;29;35;1;1;3;1296;0;1;0;120;2;1176;3;0;35;0;1296;232;36;24;1;99;1260;1267;3;1;-3
0;1296;31;0;1260;1;120;0;1116;1;2147483647;0;36;36;2147483647;5;0;0;36;5;30;1296;0;0;35;0;1260;36;36;4;31;5;1;1295;1296;0;30;35;1;0;5;1296;0;1;0;120;2;1176;3;0;35;0;1296;232;36;24;0;105;1260;1265;0;0;0
0;1296;34;0;1260;1;120;0;1224;1;2147483647;0;36;36;2147483647;2;0;0;36;2;33;1296;0;0;35;0;1260;36;36;4;34;2;1;1295;1296;0;33;35;1;0;4;1296;0;1;0;120;2;1176;3;0;35;0;1296;232;36;29;0;113;1260;1262;0;0;0
0;1296;32;0;1260;1;120;0;1152;1;2147483647;0;36;36;2147483647;4;0;0;36;4;31;1296;0;0;35;0;1260;36;36;4;32;4;1;1295;1296;0;31;35;1;0;5;1296;0;1;0;120;2;1176;3;0;35;0;1296;232;36;25;0;107;1260;1264;0;0;0
0;1296;32;0;1260;1;120;0;1152;1;2147483647;0;36;36;2147483647;4;0;0;36;4;31;1296;0;0;35;0;1260;36;36;4;32;4;1;1295;1296;0;31;35;1;0;4;1296;0;1;0;120;2;1176;3;0;35;0;1296;232;36;26;0;108;1260;1264;0;0;0
0;1296;33;0;1260;1;120;0;1188;1;2147483647;0;36;36;2147483647;3;0;0;36;3;32;1296;0;0;35;0;1260;36;36;4;33;3;1;1295;1296;0;32;35;1;0;4;1296;0;1;0;120;2;1176;3;0;35;0;1296;232;36;27;0;111;1260;1263;0;0;0
0;1296;31;0;1260;1;120;0;1080;1;2147483647;2147483647;36;36;2147483647;6;0;0;36;6;29;1296;0;0;35;0;1260;35;36;3;30;6;0;1295;1296;0;30;35;1;1;3;1296;0;1;0;120;2;1176;3;0;35;0;1296;232;36;24;1;103;1260;1266;3;1;-3
0;1296;32;0;1260;1;120;0;1152;1;2147483647;0;36;36;2147483647;4;0;0;36;4;31;1296;0;0;35;0;1260;36;36;3;32;4;1;1295;1296;0;31;35;1;0;8;1296;0;1;0;120;2;1176;3;0;35;0;1296;232;36;24;0;106;1260;1264;0;0;0
0;1296;33;0;1260;1;120;0;1152;1;2147483647;2147483647;36;36;2147483647;4;0;0;36;4;31;1296;0;0;35;0;1260;36;36;3;32;4;0;1295;1296;0;32;35;1;1;5;1296;0;1;0;120;2;1176;3;0;35;0;1296;232;36;25;1;108;1260;1264;5;1;-5
0;1296;31;0;1260;1;120;0;1116;1;2147483647;0;36;36;2147483647;5;0;0;36;5;30;1296;0;0;35;0;1260;36;36;4;31;5;1;1295;1296;0;30;35;1;0;1;1296;0;1;0;120;2;1176;3;0;35;0;1296;232;36;24;0;105;1260;1265;0;0;0
0;1296;31;0;1260;1;120;0;1116;0;0;0;36;36;2147483647;5;0;0;36;5;30;1296;0;0;35;0;1260;35;36;3;31;5;1;1295;1296;0;30;35;1;0;0;1296;0;1;1;120;1;1176;3;0;35;0;1296;232;36;25;0;105;1260;1265;0;0;0
0;1296;31;0;1260;1;120;0;1116;1;2147483647;0;36;36;2147483647;5;0;0;36;5;30;1296;0;0;35;0;1260;34;36;4;31;5;1;1295;1296;0;30;35;1;0;4;1296;0;1;0;120;2;1176;3;0;35;0;1296;232;36;27;0;105;1260;1265;0;0;0
0;1296;33;0;1260;1;120;0;1152;1;2147483647;2147483647;36;36;2147483647;4;0;0;36;4;31;1296;0;0;35;0;1260;36;36;3;32;4;0;1295;1296;0;32;35;1;1;5;1296;0;1;0;120;2;1176;3;0;35;0;1296;232;36;25;1;107;1260;1264;5;1;-5
0;1296;34;0;1260;1;120;0;1224;1;2147483647;0;36;36;2147483647;2;0;0;36;2;33;1296;0;0;35;0;1260;36;36;2;34;2;1;1295;1296;0;33;35;1;0;9;1296;0;1;0;120;2;1176;3;0;35;0;1296;232;36;30;0;114;1260;1262;0;0;0
0;1296;32;0;1260;1;120;0;1116;1;2147483647;2147483647;36;36;2147483647;5;0;0;36;5;30;1296;0;0;35;0;1260;36;36;2;31;5;0;1295;1296;0;31;35;1;1;9;1296;0;1;0;120;2;1176;3;0;35;0;1296;232;36;23;1;106;1260;1265;9;1;-9
0;1296;31;0;1260;1;120;0;1116;1;2147483647;0;36;36;2147483647;5;0;0;36;5;30;1296;0;0;35;0;1260;36;36;4;31;5;1;1295;1296;0;30;35;1;0;3;1296;0;1;0;120;2;1176;3;0;35;0;1296;232;36;24;0;106;1260;1265;0;0;0
0;1296;31;0;1260;1;120;0;1116;1;2147483647;0;36;36;2147483647;5;0;0;36;5;30;1296;0;0;35;0;1260;35;36;4;31;5;1;1295;1296;0;30;35;1;0;6;1296;0;1;0;120;2;1176;3;0;35;0;1296;232;36;26;0;105;1260;1265;0;0;0
0;1296;30;0;1260;1;120;0;1080;1;2147483647;0;36;36;2147483647;6;0;0;36;6;29;1296;0;0;35;0;1260;35;36;3;30;6;1;1295;1296;0;29;35;1;0;4;1296;0;1;0;120;2;1176;3;0;35;0;1296;232;36;24;0;102;1260;1266;0;0;0
0;1296;33;0;1260;1;120;0;1152;1;2147483647;2147483647;36;36;2147483647;4;0;0;36;4;31;1296;0;0;35;0;1260;36;36;3;32;4;0;1295;1296;0;32;35;1;1;6;1296;0;1;0;120;2;1176;3;0;35;0;1296;232;36;24;1;107;1260;1264;6;1;-6
0;1296;34;0;1260;1;120;0;1188;1;2147483647;2147483647;36;36;2147483647;3;0;0;36;3;32;1296;0;0;35;0;1260;36;36;3;33;3;0;1295;1296;0;33;35;1;1;5;1296;0;1;0;120;2;1176;3;0;35;0;1296;232;36;27;1;110;1260;1263;5;1;-5
0;1296;35;0;1260;1;120;0;1260;1;2147483647;0;36;36;2147483647;1;0;0;36;1;34;1296;0;0;35;0;1260;36;36;4;35;1;1;1295;1296;0;34;35;1;0;4;1296;0;1;0;120;2;1176;3;0;35;0;1296;232;36;34;0;118;1260;1261;0;0;0
0;1296;35;0;1260;1;120;0;1260;1;2147483647;0;36;36;2147483647;1;0;0;36;1;34;1296;0;0;35;0;1260;36;36;4;35;1;1;1295;1296;0;34;35;1;0;4;1296;0;1;0;120;2;1176;3;0;35;0;1296;232;36;33;0;117;1260;1261;0;0;0
0;1296;32;0;1260;1;120;0;1116;1;2147483647;2147483647;36;36;2147483647;5;0;0;36;5;30;1296;0;0;35;0;1260;36;36;4;31;5;0;1295;1296;0;31;35;1;1;1;1296;0;1;0;120;2;1176;3;0;35;0;1296;232;36;23;1;104;1260;1265;1;1;-1
0;1296;33;0;1260;1;120;0;1152;1;2147483647;2147483647;36;36;2147483647;4;0;0;36;4;31;1296;0;0;35;0;1260;36;36;2;32;4;0;1295;1296;0;32;35;1;1;1;1296;0;1;0;120;2;1176;3;0;35;0;1296;232;36;25;1;108;1260;1264;1;1;-1
0;1296;35;0;1260;1;120;0;1260;1;2147483647;0;36;36;2147483647;1;0;0;36;1;34;1296;0;0;35;0;1260;36;36;3;35;1;1;1295;1296;0;34;35;1;0;7;1296;0;1;0;120;2;1176;3;0;35;0;1296;232;36;33;0;117;1260;1261;0;0;0
0;1296;31;0;1260;1;120;0;1080;1;2147483647;2147483647;36;36;2147483647;6;0;0;36;6;29;1296;0;0;35;0;1260;36;36;3;30;6;0;1295;1296;0;30;35;1;1;5;1296;0;1;0;120;2;1176;3;0;35;0;1296;232;36;21;1;101;1260;1266;5;1;-5
0;1296;31;0;1260;1;120;0;1080;1;2147483647;2147483647;36;36;2147483647;6;0;0;36;6;29;1296;0;0;35;0;1260;35;36;2;30;6;0;1295;1296;0;30;35;1;1;1;1296;0;1;0;120;2;1176;3;0;35;0;1296;232;36;23;1;102;1260;1266;1;1;-1
0;1296;29;0;1260;1;120;0;1044;1;2147483647;0;36;36;2147483647;7;0;0;36;7;28;1296;0;0;35;0;1260;35;36;4;29;7;1;1295;1296;0;28;35;1;0;2;1296;0;1;0;120;2;1176;3;0;35;0;1296;232;36;22;0;99;1260;1267;0;0;0
0;1296;34;0;1260;1;120;0;1224;1;2147483647;0;36;36;2147483647;2;0;0;36;2;33;1296;0;0;35;0;1260;36;36;3;34;2;1;1295;1296;0;33;35;1;0;4;1296;0;1;0;120;2;1176;3;0;35;0;1296;232;36;32;0;114;1260;1262;0;0;0
0;1296;34;0;1260;1;120;0;1224;1;2147483647;0;36;36;2147483647;2;0;0;36;2;33;1296;0;0;35;0;1260;36;36;2;34;2;1;1295;1296;0;33;35;1;0;4;1296;0;1;0;120;2;1176;3;0;35;0;1296;232;36;30;0;114;1260;1262;0;0;0
0;1296;31;0;1260;1;120;0;1116;1;2147483647;0;36;36;2147483647;5;0;0;36;5;30;1296;0;0;35;0;1260;36;36;4;31;5;1;1295;1296;0;30;35;1;0;1;1296;0;1;0;120;2;1176;3;0;35;0;1296;232;36;24;0;106;1260;1265;0;0;0
0;1296;31;0;1260;1;120;0;1116;1;2147483647;0;36;36;2147483647;5;0;0;36;5;30;1296;0;0;35;0;1260;34;36;4;31;5;1;1295;1296;0;30;35;1;0;1;1296;0;1;0;120;2;1176;3;0;35;0;1296;232;36;27;0;105;1260;1265;0;0;0
0;1296;35;0;1260;1;120;0;1224;1;2147483647;2147483647;36;36;2147483647;2;0;0;36;2;33;1296;0;0;35;0;1260;36;36;3;34;2;0;1295;1296;0;34;35;1;1;3;1296;0;1;0;120;2;1176;3;0;35;0;1296;232;36;29;1;113;1260;1262;3;1;-3
0;1296;31;0;1260;1;120;0;1116;1;2147483647;0;36;36;2147483647;5;0;0;36;5;30;1296;0;0;35;0;1260;35;36;2;31;5;1;1295;1296;0;30;35;1;0;6;1296;0;1;0;120;2;1176;3;0;35;0;1296;232;36;26;0;105;1260;1265;0;0;0
0;1296;33;0;1260;1;120;0;1188;1;2147483647;0;36;36;2147483647;3;0;0;36;3;32;1296;0;0;35;0;1260;36;36;4;33;3;1;1295;1296;0;32;35;1;0;2;1296;0;1;0;120;2;1176;3;0;35;0;1296;232;36;27;0;111;1260;1263;0;0;0
0;1296;34;0;1260;1;120;0;1188;1;2147483647;2147483647;36;36;2147483647;3;0;0;36;3;32;1296;0;0;35;0;1260;36;36;4;33;3;0;1295;1296;0;33;35;1;1;2;1296;0;1;0;120;2;1176;3;0;35;0;1296;232;36;30;1;112;1260;1263;2;1;-2
0;1296;34;0;1260;1;120;0;1188;1;2147483647;2147483647;36;36;2147483647;3;0;0;36;3;32;1296;0;0;35;0;1260;36;36;2;33;3;0;1295;1296;0;33;35;1;1;1;1296;0;1;0;120;2;1176;3;0;35;0;1296;232;36;28;1;112;1260;1263;1;1;-1
0;1296;33;0;1260;1;120;0;1188;1;2147483647;0;36;36;2147483647;3;0;0;36;3;32;1296;0;0;35;0;1260;36;36;4;33;3;1;1295;1296;0;32;35;1;0;3;1296;0;1;0;120;2;1176;3;0;35;0;1296;232;36;29;0;112;1260;1263;0;0;0
0;1296;31;0;1260;1;120;0;1116;1;2147483647;0;36;36;2147483647;5;0;0;36;5;30;1296;0;0;35;0;1260;36;36;3;31;5;1;1295;1296;0;30;35;1;0;2;1296;0;1;0;120;2;1176;3;0;35;0;1296;232;36;24;0;105;1260;1265;0;0;0
0;1296;33;0;1260;1;120;0;1152;1;2147483647;2147483647;36;36;2147483647;4;0;0;36;4;31;1296;0;0;35;0;1260;36;36;4;32;4;0;1295;1296;0;32;35;1;1;4;1296;0;1;0;120;2;1176;3;0;35;0;1296;232;36;24;1;108;1260;1264;4;1;-4
0;1296;29;0;1260;1;120;0;1044;1;2147483647;0;36;36;2147483647;7;0;0;36;7;28;1296;0;0;35;0;1260;34;36;4;29;7;1;1295;1296;0;28;35;1;0;2;1296;0;1;0;120;2;1176;3;0;35;0;1296;232;36;23;0;98;1260;1267;0;0;0
0;1296;30;0;1260;1;120;0;1080;1;2147483647;0;36;36;2147483647;6;0;0;36;6;29;1296;0;0;35;0;1260;33;36;3;30;6;1;1295;1296;0;29;35;1;0;4;1296;0;1;0;120;2;1176;3;0;35;0;1296;232;36;26;0;102;1260;1266;0;0;0
0;1296;33;0;1260;1;120;0;1188;1;2147483647;0;36;36;2147483647;3;0;0;36;3;32;1296;0;0;35;0;1260;36;36;3;33;3;1;1295;1296;0;32;35;1;0;1;1296;0;1;0;120;2;1176;3;0;35;0;1296;232;36;28;0;110;1260;1263;0;0;0
0;1296;33;0;1260;1;120;0;1188;1;2147483647;0;36;36;2147483647;3;0;0;36;3;32;1296;0;0;35;0;1260;36;36;3;33;3;1;1295;1296;0;32;35;1;0;3;1296;0;1;0;120;2;1176;3;0;35;0;1296;232;36;28;0;111;1260;1263;0;0;0
0;1296;32;0;1260;1;120;0;1116;1;2147483647;2147483647;36;36;2147483647;5;0;0;36;5;30;1296;0;0;35;0;1260;36;36;4;31;5;0;1295;1296;0;31;35;1;1;3;1296;0;1;0;120;2;1176;3;0;35;0;1296;232;36;23;1;105;1260;1265;3;1;-3
0;1296;32;0;1260;1;120;0;1152;1;2147483647;0;36;36;2147483647;4;0;0;36;4;31;1296;0;0;35;0;1260;35;36;2;32;4;1;1295;1296;0;31;35;1;0;9;1296;0;1;0;120;2;1176;3;0;35;0;1296;232;36;28;0;108;1260;1264;0;0;0
0;1296;31;0;1260;1;120;0;1116;1;2147483647;0;36;36;2147483647;5;0;0;36;5;30;1296;0;0;35;0;1260;36;36;3;31;5;1;1295;1296;0;30;35;1;0;8;1296;0;1;0;120;2;1176;3;0;35;0;1296;232;36;24;0;106;1260;1265;0;0;0
0;1296;32;0;1260;1;120;0;1152;1;2147483647;0;36;36;2147483647;4;0;0;36;4;31;1296;0;0;35;0;1260;36;36;3;32;4;1;1295;1296;0;31;35;1;0;7;1296;0;1;0;120;2;1176;3;0;35;0;1296;232;36;26;0;107;1260;1264;0;0;0
0;1296;32;0;1260;1;120;0;1152;1;2147483647;0;36;36;2147483647;4;0;0;36;4;31;1296;0;0;35;0;1260;36;36;3;32;4;1;1295;1296;0;31;35;1;0;8;1296;0;1;0;120;2;1176;3;0;35;0;1296;232;36;27;0;107;1260;1264;0;0;0
0;1296;32;0;1260;1;120;0;1152;1;2147483647;0;36;36;2147483647;4;0;0;36;4;31;1296;0;0;35;0;1260;36;36;4;32;4;1;1295;1296;0;31;35;1;0;3;1296;0;1;0;120;2;1176;3;0;35;0;1296;232;36;25;0;107;1260;1264;0;0;0
0;1296;33;0;1260;1;120;0;1152;1;2147483647;2147483647;36;36;2147483647;4;0;0;36;4;31;1296;0;0;35;0;1260;35;36;4;32;4;0;1295;1296;0;32;35;1;1;4;1296;0;1;0;120;2;1176;3;0;35;0;1296;232;36;27;1;109;1260;1264;4;1;-4
0;1296;31;0;1260;1;120;0;1116;1;2147483647;0;36;36;2147483647;5;0;0;36;5;30;1296;0;0;35;0;1260;35;36;4;31;5;1;1295;1296;0;30;35;1;0;2;1296;0;1;0;120;2;1176;3;0;35;0;1296;232;36;26;0;105;1260;1265;0;0;0
